pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
Nueva Zelanda,NZL,Oceanía,Arroz,2020,97594,4.56,444759,126,2041,0.04005748849741256
Nueva Zelanda,NZL,Oceanía,Trigo,2020,3079474,6.75,20771351,264,3302,-0.02639588481788907
España,ESP,Europa,Té,2011,128356,2.3,295658,263,7388,0.030584160796086654
España,ESP,Europa,Café,2011,499923,1.04,520803,298,5498,-0.006052458727079969
España,ESP,Europa,Soja,2011,4958537,2.81,13910301,78,6185,0.0045745033202926125
España,ESP,Europa,Cebada,2011,523578,7.65,4005004,142,8786,0.02156712291221266
España,ESP,Europa,Girasol,2011,190718,2.79,532208,239,1895,0.01906824552823401
España,ESP,Europa,Algodón,2011,1029912,1.75,1800037,229,6945,0.04031570986825994
España,ESP,Europa,Trigo,2011,4571438,7.96,36372900,282,7438,0.04275074003487293
España,ESP,Europa,Caña de azúcar,2011,5189050,68.0,352841935,103,3625,0.041589080124233554
España,ESP,Europa,Té,2012,218480,2.05,447903,249,9055,-0.0028908716611996538
España,ESP,Europa,Café,2012,442584,1.27,562544,75,3627,0.01984821875465667
España,ESP,Europa,Soja,2012,3033586,3.7,11225449,133,8426,0.01952100994240559
España,ESP,Europa,Cebada,2012,1399366,5.43,7596495,84,1050,-0.009933815002385292
España,ESP,Europa,Girasol,2012,2702341,2.07,5595642,232,3131,0.03469604298026571
España,ESP,Europa,Algodón,2012,1383355,2.41,3332074,94,6367,0.029952866794017943
España,ESP,Europa,Trigo,2012,3426994,3.88,13290706,263,4677,-0.04792653624109238
España,ESP,Europa,Caña de azúcar,2012,9030235,116.51,1052068524,299,8576,-0.030173379732829964
España,ESP,Europa,Té,2013,93057,1.19,110379,88,2459,0.045803286409318564
España,ESP,Europa,Café,2013,288226,0.78,225795,285,8433,0.03272574519634995
España,ESP,Europa,Soja,2013,1960535,3.81,7478750,250,5361,-0.021203802714911835
España,ESP,Europa,Cebada,2013,281992,3.24,912819,260,5636,0.02267080670385707
España,ESP,Europa,Girasol,2013,1475435,1.86,2749791,117,4858,0.011768024005723507
España,ESP,Europa,Algodón,2013,1676763,2.55,4273848,170,3182,0.03714434752110092
España,ESP,Europa,Trigo,2013,3652371,7.06,25781762,238,5198,-0.04269443817788407
España,ESP,Europa,Caña de azúcar,2013,905293,80.24,72645118,205,1745,-0.0494639014797979
España,ESP,Europa,Té,2014,204440,1.48,302134,297,1673,0.008048690989145804
España,ESP,Europa,Café,2014,257777,1.38,354906,72,6198,0.02102555746616705
España,ESP,Europa,Soja,2014,2249195,1.99,4466223,273,5603,0.02478233677192941
España,ESP,Europa,Cebada,2014,663839,5.63,3737635,287,5321,0.0016972685702221907
España,ESP,Europa,Girasol,2014,1403984,2.75,3867404,88,8208,-0.044677781172901436
España,ESP,Europa,Algodón,2014,921293,1.38,1268119,169,8150,-0.03839759528994431
España,ESP,Europa,Trigo,2014,4600345,2.25,10344364,174,8499,-0.0007011449988999358
España,ESP,Europa,Caña de azúcar,2014,2723853,62.69,170771929,96,3757,0.0249936651503576
España,ESP,Europa,Té,2015,328401,2.95,968532,298,1067,0.0026015406599995683
España,ESP,Europa,Café,2015,228848,2.1,481027,74,6384,-0.04740378313937691
España,ESP,Europa,Soja,2015,6176236,2.94,18161874,77,6300,-0.03462245313162021
España,ESP,Europa,Cebada,2015,1612170,5.13,8265552,118,1095,-0.017057307832114024
España,ESP,Europa,Girasol,2015,3483451,2.51,8757623,295,3118,-0.028863313896001254
España,ESP,Europa,Algodón,2015,2475291,2.22,5496897,190,7248,-0.04074489891614133
España,ESP,Europa,Trigo,2015,1961350,7.83,15355034,268,4411,-0.03370593161247455
España,ESP,Europa,Caña de azúcar,2015,5262490,104.68,550857166,126,9042,0.03011004211929323
España,ESP,Europa,Té,2016,180220,2.8,504630,74,7020,0.0012653225659364914
España,ESP,Europa,Café,2016,477860,1.19,570016,73,7922,0.03109943596142234
España,ESP,Europa,Soja,2016,3934817,3.16,12440102,299,8594,0.017644003200702515
España,ESP,Europa,Cebada,2016,1616655,3.16,5100699,184,2375,-0.020929697552160054
España,ESP,Europa,Girasol,2016,4061716,2.65,10748575,126,5073,0.002309205701747384
España,ESP,Europa,Algodón,2016,198835,3.11,618034,180,7961,-0.008698059548076717
España,ESP,Europa,Trigo,2016,4882380,6.65,32446693,246,9248,-0.04837313062404433
España,ESP,Europa,Caña de azúcar,2016,8604745,59.79,514502307,71,7819,0.03767553471355033
España,ESP,Europa,Té,2017,230616,2.69,620805,137,4066,-0.028893162917280658
España,ESP,Europa,Café,2017,283598,1.07,302785,54,1095,-0.010506615700812447
España,ESP,Europa,Soja,2017,4842133,4.13,20001566,297,8974,-0.019720001802966472
España,ESP,Europa,Cebada,2017,1498195,4.25,6373107,151,5958,-0.04123648693778405
España,ESP,Europa,Girasol,2017,1467051,1.59,2327068,269,1439,-0.029077051966550062
España,ESP,Europa,Algodón,2017,2976829,2.17,6466262,187,4127,-0.04139064527979652
España,ESP,Europa,Trigo,2017,1435673,3.53,5060773,89,8295,0.046386687073891486
España,ESP,Europa,Caña de azúcar,2017,7742620,85.5,661957822,263,7418,-0.04490778197806325
España,ESP,Europa,Té,2018,193643,3.61,699320,202,5764,-0.04629827850498519
España,ESP,Europa,Café,2018,270111,1.85,500050,259,8993,-0.026809421394549074
España,ESP,Europa,Soja,2018,182741,2.69,491949,278,7834,0.03891405945519952
España,ESP,Europa,Cebada,2018,1169613,5.75,6729433,55,3643,-0.02119892185463821
España,ESP,Europa,Girasol,2018,2662388,2.45,6512624,225,6556,0.04217355966724465
España,ESP,Europa,Algodón,2018,3302768,2.96,9775063,149,7829,0.03330807457953466
España,ESP,Europa,Trigo,2018,3390687,8.37,28388837,209,4394,-0.021754278473036338
España,ESP,Europa,Caña de azúcar,2018,9316474,61.49,572899680,75,7815,0.04430546983612123
España,ESP,Europa,Té,2019,128870,0.99,128076,275,5273,-0.014295612516307947
España,ESP,Europa,Café,2019,390039,2.43,946443,136,8055,-0.03860307066324136
España,ESP,Europa,Soja,2019,4405303,2.54,11167667,140,1764,0.027009489296163355
España,ESP,Europa,Cebada,2019,2022147,3.27,6621618,221,2706,0.0206404917317793
España,ESP,Europa,Girasol,2019,4653313,3.95,18394434,299,2734,0.028165239550599852
España,ESP,Europa,Algodón,2019,474799,2.5,1186685,211,2934,0.03708694741531181
España,ESP,Europa,Trigo,2019,1678156,7.44,12490196,177,2626,-0.034570426756819365
España,ESP,Europa,Caña de azúcar,2019,2283829,67.71,154627960,246,1107,-0.025468393538286272
España,ESP,Europa,Té,2020,219731,1.27,279207,233,7799,-0.013935659356832213
España,ESP,Europa,Café,2020,91810,2.21,202454,85,8025,-0.008659058125302155
España,ESP,Europa,Soja,2020,3916482,4.67,18307191,291,1487,-0.005742131065141931
España,ESP,Europa,Cebada,2020,1813890,5.49,9950455,130,7580,0.048194492438713196
España,ESP,Europa,Girasol,2020,466876,2.1,980120,88,1947,0.04777329760164585
España,ESP,Europa,Algodón,2020,3693079,4.21,15543588,276,5986,0.02215510438583604
España,ESP,Europa,Trigo,2020,2783965,1.88,5241170,285,3406,0.020029506388260482
España,ESP,Europa,Caña de azúcar,2020,3532115,123.1,434816978,163,6656,0.038767489650719675
Italia,ITA,Europa,Algodón,2011,542177,2.38,1290185,180,6115,0.002133586511544036
Italia,ITA,Europa,Arroz,2011,693364,4.76,3301882,116,4954,0.03322289867263867
Italia,ITA,Europa,Cebada,2011,887279,4.36,3871140,145,5255,0.01269895323179615
Italia,ITA,Europa,Maíz,2011,898773,9.61,8637525,196,1085,-0.0046852839447704825
Italia,ITA,Europa,Té,2011,305692,3.0,915914,266,4831,-0.014966286495922798
Italia,ITA,Europa,Caña de azúcar,2011,9563878,109.59,1048129669,113,2724,-0.01721530369188501
Italia,ITA,Europa,Trigo,2011,3078347,3.97,12212620,155,2342,-0.040775138838444906
Italia,ITA,Europa,Soja,2011,1142469,3.25,3708106,184,7598,0.00882394578976068
Italia,ITA,Europa,Algodón,2012,1680650,3.89,6539425,162,9020,0.02317169604694283
Italia,ITA,Europa,Arroz,2012,694185,4.01,2784221,83,9408,0.03632716575945996
Italia,ITA,Europa,Cebada,2012,438318,2.99,1308788,193,7051,0.04216973554478716
Italia,ITA,Europa,Maíz,2012,6761265,3.35,22649333,183,3511,-0.03822577866057504
Italia,ITA,Europa,Té,2012,194957,1.74,338646,86,7910,-0.045134895341977004
Italia,ITA,Europa,Caña de azúcar,2012,5004516,81.97,410212809,81,9970,-0.01513510564896127
Italia,ITA,Europa,Trigo,2012,3690548,4.45,16424967,136,7181,-0.0024772451561242553
Italia,ITA,Europa,Soja,2012,5296585,2.46,13043285,244,8371,0.016722074485625876
Italia,ITA,Europa,Algodón,2013,1318150,1.38,1819816,149,4814,0.040024441775230415
Italia,ITA,Europa,Arroz,2013,200336,8.51,1704690,215,2450,0.03659535733283667
Italia,ITA,Europa,Cebada,2013,1260924,4.92,6200491,215,3028,0.014391418963188546
Italia,ITA,Europa,Maíz,2013,8763227,5.9,51712072,98,8796,0.00026388011639139064
Italia,ITA,Europa,Té,2013,263670,1.19,314388,112,8278,-0.04153520553788467
Italia,ITA,Europa,Caña de azúcar,2013,5494552,76.27,419073906,55,6569,-0.00629825802109539
Italia,ITA,Europa,Trigo,2013,4458333,3.12,13899088,75,9876,-0.03318440073329827
Italia,ITA,Europa,Soja,2013,2110590,3.95,8337126,223,3772,-0.044108626533690534
Italia,ITA,Europa,Algodón,2014,855749,0.86,736898,131,3334,-0.008717718800149099
Italia,ITA,Europa,Arroz,2014,1561128,6.85,10695630,111,4874,-0.0007020559097668105
Italia,ITA,Europa,Cebada,2014,871300,5.0,4354189,191,7669,-0.04345417880701161
Italia,ITA,Europa,Maíz,2014,3731247,7.71,28767873,200,2663,-0.02536839040891954
Italia,ITA,Europa,Té,2014,68411,1.36,92752,212,9199,-0.02965430931532266
Italia,ITA,Europa,Caña de azúcar,2014,7016452,74.03,519433796,293,7942,0.0461352109249627
Italia,ITA,Europa,Trigo,2014,382210,2.17,830564,124,3742,-0.049945706829298275
Italia,ITA,Europa,Soja,2014,4549595,2.89,13153563,139,4485,0.008515916646036646
Italia,ITA,Europa,Algodón,2015,201235,1.31,263694,72,7476,0.019842930974794143
Italia,ITA,Europa,Arroz,2015,2607415,7.36,19181110,179,6215,0.038393161209002866
Italia,ITA,Europa,Cebada,2015,1529574,3.71,5669495,112,6269,-0.015837019525003514
Italia,ITA,Europa,Maíz,2015,5694978,3.5,19915527,50,8807,-0.04957207523178683
Italia,ITA,Europa,Té,2015,82894,2.24,186020,245,7435,0.0038131453701472084
Italia,ITA,Europa,Caña de azúcar,2015,1442535,116.94,168695300,163,3022,-0.01470052676495983
Italia,ITA,Europa,Trigo,2015,3347921,5.37,17963894,52,3044,-0.0037307468276615227
Italia,ITA,Europa,Soja,2015,4313967,2.98,12846783,224,6862,-0.030848832361425084
Italia,ITA,Europa,Algodón,2016,2973112,1.91,5679848,176,6947,-0.046320395707520584
Italia,ITA,Europa,Arroz,2016,3046476,4.92,14974997,260,7489,-0.03890534723556323
Italia,ITA,Europa,Cebada,2016,1016055,4.52,4596256,194,3875,-0.04346393749999659
Italia,ITA,Europa,Maíz,2016,1097460,5.05,5546597,275,9570,0.022889886634240075
Italia,ITA,Europa,Té,2016,12151,3.25,39442,114,8437,-0.049804503516934544
Italia,ITA,Europa,Caña de azúcar,2016,887296,114.03,101181314,154,5489,-0.0378282303510804
Italia,ITA,Europa,Trigo,2016,4327633,5.13,22202890,107,1769,-0.022206696928745898
Italia,ITA,Europa,Soja,2016,3838343,2.85,10933015,275,1415,0.0490264644752772
Italia,ITA,Europa,Algodón,2017,2724919,1.74,4750718,92,6394,-0.01891941423502258
Italia,ITA,Europa,Arroz,2017,449714,3.41,1531375,254,6477,0.03405075836957207
Italia,ITA,Europa,Cebada,2017,945971,2.7,2558496,135,9514,0.02941111194844817
Italia,ITA,Europa,Maíz,2017,8997045,8.97,80747593,71,1994,0.04167143779497122
Italia,ITA,Europa,Té,2017,34320,2.31,79203,64,5939,0.011073863972861475
Italia,ITA,Europa,Caña de azúcar,2017,1737623,96.7,168028447,147,7581,-0.04041697485945972
Italia,ITA,Europa,Trigo,2017,2232070,8.31,18553247,166,7290,-0.0035790906882549253
Italia,ITA,Europa,Soja,2017,5304593,3.96,20995100,250,1425,-0.0045923236629270905
Italia,ITA,Europa,Algodón,2018,789284,1.13,894984,201,4172,0.04043699918181608
Italia,ITA,Europa,Arroz,2018,1920389,4.93,9466327,163,4046,-0.025684752212708675
Italia,ITA,Europa,Cebada,2018,154313,3.06,471967,216,6861,-0.018881175977240573
Italia,ITA,Europa,Maíz,2018,3080788,3.55,10930096,144,1132,0.0017680589753686707
Italia,ITA,Europa,Té,2018,84541,1.23,104002,269,1894,-0.007793885958331748
Italia,ITA,Europa,Caña de azúcar,2018,3105432,75.45,234301414,98,8794,0.019478157678128022
Italia,ITA,Europa,Trigo,2018,3519426,6.94,24425443,126,7859,-0.017138095079153794
Italia,ITA,Europa,Soja,2018,6569550,3.05,20044312,50,4654,0.01932205574979931
Italia,ITA,Europa,Algodón,2019,926244,2.13,1975852,134,7158,-0.02946836397028524
Italia,ITA,Europa,Arroz,2019,34654,3.63,125645,79,3333,-0.020942378461056867
Italia,ITA,Europa,Cebada,2019,1123753,6.14,6901949,100,4241,-0.021589911599348033
Italia,ITA,Europa,Maíz,2019,4142319,7.64,31647936,95,4211,-0.04785079719418481
Italia,ITA,Europa,Té,2019,65220,1.08,70138,251,2818,-0.016161672073517666
Italia,ITA,Europa,Caña de azúcar,2019,7033683,87.66,616551861,290,9633,0.047710184603201464
Italia,ITA,Europa,Trigo,2019,4768433,5.37,25585907,286,3142,0.029489811651141284
Italia,ITA,Europa,Soja,2019,2932727,3.53,10350534,212,5006,0.042101359401788704
Italia,ITA,Europa,Algodón,2020,2954981,1.73,5105131,133,5049,-0.04467410249303347
Italia,ITA,Europa,Arroz,2020,657335,8.68,5707868,103,2333,0.028466522299250438
Italia,ITA,Europa,Cebada,2020,1571050,2.94,4623222,215,9342,-0.012573390827635103
Italia,ITA,Europa,Maíz,2020,3292576,5.28,17380911,233,9106,-0.0026241844383363064
Italia,ITA,Europa,Té,2020,21549,1.61,34785,110,7486,-0.02814062736481501
Italia,ITA,Europa,Caña de azúcar,2020,6416127,106.53,683478047,190,2388,-0.03656696844725106
Italia,ITA,Europa,Trigo,2020,3196905,3.93,12574146,181,6511,-0.007389765641725665
Italia,ITA,Europa,Soja,2020,3599904,3.01,10842100,56,3942,-0.00583115053639531
Canadá,CAN,América del Norte,Cebada,2011,216943,2.79,605290,135,4221,0.017510732508630528
Canadá,CAN,América del Norte,Soja,2011,6254032,4.13,25856568,230,3258,0.049840509783476
Canadá,CAN,América del Norte,Girasol,2011,4646518,2.51,11664945,260,6679,0.028312825409205503
Canadá,CAN,América del Norte,Maíz,2011,6908813,8.24,56940759,217,9399,0.04892746266809145
Canadá,CAN,América del Norte,Trigo,2011,3447014,3.35,11537269,109,9451,0.00870036392359036
Canadá,CAN,América del Norte,Té,2011,248132,2.62,649630,130,4077,-0.007120702586970437
Canadá,CAN,América del Norte,Algodón,2011,1804515,1.62,2930799,145,3276,0.007750844861380911
Canadá,CAN,América del Norte,Café,2011,488857,2.07,1011734,140,6567,-0.027450935975352444
Canadá,CAN,América del Norte,Cebada,2012,1587445,4.4,6979736,133,1380,0.006757742751656325
Canadá,CAN,América del Norte,Soja,2012,1172792,3.15,3690568,211,7404,0.04801721154251587
Canadá,CAN,América del Norte,Girasol,2012,3222852,1.54,4968786,134,8397,0.01390033058430537
Canadá,CAN,América del Norte,Maíz,2012,2947701,3.27,9651947,226,9005,-0.04731614948310547
Canadá,CAN,América del Norte,Trigo,2012,3191974,3.47,11062828,67,8449,-0.04425468193840068
Canadá,CAN,América del Norte,Té,2012,91662,1.86,170649,78,3115,0.003645301921973522
Canadá,CAN,América del Norte,Algodón,2012,295712,2.3,678713,272,4369,-0.019024282371848323
Canadá,CAN,América del Norte,Café,2012,364301,1.71,622440,200,4325,0.0002475021159440566
Canadá,CAN,América del Norte,Cebada,2013,607890,3.77,2293734,261,7541,0.01048485994902687
Canadá,CAN,América del Norte,Soja,2013,2744901,4.92,13495623,197,1640,0.023729071088956805
Canadá,CAN,América del Norte,Girasol,2013,3773612,2.71,10237643,150,3869,-0.008494724147666388
Canadá,CAN,América del Norte,Maíz,2013,7108726,6.54,46479474,195,2565,-0.010644868240770142
Canadá,CAN,América del Norte,Trigo,2013,2201505,7.04,15492159,187,5782,0.016665694055181993
Canadá,CAN,América del Norte,Té,2013,108779,2.93,318827,81,7041,-0.04234663638815518
Canadá,CAN,América del Norte,Algodón,2013,1312605,1.76,2312470,61,8572,-0.04732821205765345
Canadá,CAN,América del Norte,Café,2013,368100,2.04,752743,269,4185,-0.01033256721662383
Canadá,CAN,América del Norte,Cebada,2014,226944,4.47,1015564,168,8942,-0.003864300200166426
Canadá,CAN,América del Norte,Soja,2014,5216721,3.14,16389617,260,5573,0.03415625330907593
Canadá,CAN,América del Norte,Girasol,2014,154263,2.1,323502,239,7403,-0.03315466264070176
Canadá,CAN,América del Norte,Maíz,2014,304039,6.38,1941216,105,1564,0.039268770571830966
Canadá,CAN,América del Norte,Trigo,2014,3827883,7.67,29350961,214,2684,-0.010938161097208632
Canadá,CAN,América del Norte,Té,2014,27470,1.73,47624,101,5091,-0.01253552965167435
Canadá,CAN,América del Norte,Algodón,2014,375914,0.73,273060,260,4148,0.017995952568165552
Canadá,CAN,América del Norte,Café,2014,433122,0.82,357286,235,3736,-0.0455987487616539
Canadá,CAN,América del Norte,Cebada,2015,1764281,3.39,5976615,103,9875,-0.0104936078645861
Canadá,CAN,América del Norte,Soja,2015,2013556,2.49,5012555,152,6181,-0.04880186215848725
Canadá,CAN,América del Norte,Girasol,2015,1771021,1.92,3401053,144,1719,-0.04326687314699587
Canadá,CAN,América del Norte,Maíz,2015,4929105,9.6,47335093,232,9784,0.029125977300503314
Canadá,CAN,América del Norte,Trigo,2015,5454388,3.69,20139124,211,7366,0.01779005223851904
Canadá,CAN,América del Norte,Té,2015,80829,1.96,158122,131,8899,-0.04324865167207628
Canadá,CAN,América del Norte,Algodón,2015,2232604,2.53,5644196,178,1217,-0.02673940955012041
Canadá,CAN,América del Norte,Café,2015,497211,0.65,325610,112,2300,-0.0440076983440254
Canadá,CAN,América del Norte,Cebada,2016,622268,3.18,1977265,110,8270,0.02392556360165171
Canadá,CAN,América del Norte,Soja,2016,2332563,3.01,7026224,252,7797,0.01480464250796329
Canadá,CAN,América del Norte,Girasol,2016,201865,2.04,411687,102,9836,-0.04459260187548991
Canadá,CAN,América del Norte,Maíz,2016,4973395,8.51,42338156,273,7250,0.0021471927476204855
Canadá,CAN,América del Norte,Trigo,2016,66221,2.7,179034,63,3318,0.04382745266275109
Canadá,CAN,América del Norte,Té,2016,84271,2.8,235569,110,9313,-0.04218354863953605
Canadá,CAN,América del Norte,Algodón,2016,1444532,1.28,1851895,205,5079,-0.01968992927271658
Canadá,CAN,América del Norte,Café,2016,352323,1.03,362132,293,6891,-0.010175552682789059
Canadá,CAN,América del Norte,Cebada,2017,857573,4.07,3490854,89,8897,-0.04801889228677058
Canadá,CAN,América del Norte,Soja,2017,7167439,2.91,20887374,187,3503,0.005285213684028553
Canadá,CAN,América del Norte,Girasol,2017,2958416,2.29,6783722,205,8878,-0.04280603503194889
Canadá,CAN,América del Norte,Maíz,2017,7266389,4.34,31530256,270,9203,0.023036864195276327
Canadá,CAN,América del Norte,Trigo,2017,3383017,10.14,34298955,145,7292,-0.0010448885650852224
Canadá,CAN,América del Norte,Té,2017,41157,1.67,68722,148,3660,-0.03057717996615853
Canadá,CAN,América del Norte,Algodón,2017,1089370,3.48,3792750,231,9005,0.013497974491484016
Canadá,CAN,América del Norte,Café,2017,30906,2.26,69796,112,8827,-0.04654924279341956
Canadá,CAN,América del Norte,Cebada,2018,1564230,4.24,6624671,87,5281,0.010543563556276822
Canadá,CAN,América del Norte,Soja,2018,1594394,3.56,5669552,265,3644,-0.04876626125221653
Canadá,CAN,América del Norte,Girasol,2018,3746391,2.66,9965710,182,4093,0.037600616680789636
Canadá,CAN,América del Norte,Maíz,2018,6608737,5.01,33103476,218,7271,0.008607977113111953
Canadá,CAN,América del Norte,Trigo,2018,873956,2.98,2601509,258,3338,-0.02309786621575798
Canadá,CAN,América del Norte,Té,2018,193737,1.73,335768,175,1025,-0.040312933869778
Canadá,CAN,América del Norte,Algodón,2018,2038137,2.93,5961916,93,3890,-0.012534861127734165
Canadá,CAN,América del Norte,Café,2018,118266,1.3,153991,195,4482,-0.031436195819869006
Canadá,CAN,América del Norte,Cebada,2019,332542,5.35,1779861,273,7697,-0.005926955024274164
Canadá,CAN,América del Norte,Soja,2019,1213285,3.44,4177444,146,3042,-0.022323779713911987
Canadá,CAN,América del Norte,Girasol,2019,4796083,2.11,10124173,52,2000,-0.023391924983413005
Canadá,CAN,América del Norte,Maíz,2019,12630627,6.36,80315674,252,1118,-0.012433419672411038
Canadá,CAN,América del Norte,Trigo,2019,2374527,7.14,16964164,159,6514,-0.012921487777039421
Canadá,CAN,América del Norte,Té,2019,206128,3.25,670267,146,1937,0.04753050607147011
Canadá,CAN,América del Norte,Algodón,2019,524740,1.12,590178,263,3275,-0.047431957273252924
Canadá,CAN,América del Norte,Café,2019,246254,1.25,308162,144,8404,0.011835169558364812
Canadá,CAN,América del Norte,Cebada,2020,1139023,3.9,4437110,213,6278,-0.04833696958886289
Canadá,CAN,América del Norte,Soja,2020,425259,5.12,2176149,109,8938,-0.009983480916019805
Canadá,CAN,América del Norte,Girasol,2020,769815,2.92,2251330,171,2645,0.023427774298830722
Canadá,CAN,América del Norte,Maíz,2020,3198070,10.2,32617556,250,9267,-0.04682542523156006
Canadá,CAN,América del Norte,Trigo,2020,788131,4.13,3255965,273,8648,-0.03319471486180382
Canadá,CAN,América del Norte,Té,2020,62577,1.84,115303,93,2465,-0.03945303228877977
Canadá,CAN,América del Norte,Algodón,2020,170885,1.94,332256,246,5593,-0.0279623965031095
Canadá,CAN,América del Norte,Café,2020,233432,2.69,628964,286,9757,0.013354819063405993
Rusia,RUS,Europa/Asia,Caña de azúcar,2011,6394827,126.01,805841104,161,4823,-0.02764491643079077
Rusia,RUS,Europa/Asia,Soja,2011,774349,2.62,2028226,98,2902,0.007283900952143242
Rusia,RUS,Europa/Asia,Girasol,2011,2602793,2.99,7776662,65,9775,-0.031014232451380352
Rusia,RUS,Europa/Asia,Algodón,2011,1781063,1.95,3478146,253,3069,0.00197513823490051
Rusia,RUS,Europa/Asia,Café,2011,118650,0.63,75194,130,3370,0.0316147960296943
Rusia,RUS,Europa/Asia,Cebada,2011,461680,4.3,1985833,87,1562,0.009888030827149265
Rusia,RUS,Europa/Asia,Maíz,2011,2161490,5.72,12367589,211,4534,-0.0004974474821276206
Rusia,RUS,Europa/Asia,Trigo,2011,3228420,2.37,7648988,233,4450,0.03480699489463723
Rusia,RUS,Europa/Asia,Caña de azúcar,2012,3991120,92.95,370966107,95,8987,0.022739546292877083
Rusia,RUS,Europa/Asia,Soja,2012,6817505,4.99,34031531,190,7427,-0.01625898523447107
Rusia,RUS,Europa/Asia,Girasol,2012,3013852,2.91,8764652,122,5626,0.01963763156761511
Rusia,RUS,Europa/Asia,Algodón,2012,2256560,2.0,4513069,198,1886,0.03498097206248002
Rusia,RUS,Europa/Asia,Café,2012,248392,1.83,455200,173,5769,0.03972180869044578
Rusia,RUS,Europa/Asia,Cebada,2012,1659829,4.78,7927964,235,2670,0.01783178060166482
Rusia,RUS,Europa/Asia,Maíz,2012,2730256,7.09,19346731,93,1922,-0.0403952268096925
Rusia,RUS,Europa/Asia,Trigo,2012,1615793,6.53,10545348,136,8107,0.0469726973388853
Rusia,RUS,Europa/Asia,Caña de azúcar,2013,7021626,61.35,430754634,127,3826,0.015279696691930467
Rusia,RUS,Europa/Asia,Soja,2013,5831598,4.2,24486344,168,7260,-0.0224783959743876
Rusia,RUS,Europa/Asia,Girasol,2013,3210228,1.14,3670573,214,9351,-0.027506495995054583
Rusia,RUS,Europa/Asia,Algodón,2013,2474874,2.31,5711680,201,3967,-0.011604012188172738
Rusia,RUS,Europa/Asia,Café,2013,403689,1.24,499514,66,9806,-0.03151101514299921
Rusia,RUS,Europa/Asia,Cebada,2013,49344,4.74,234012,185,9004,-0.04360683372698642
Rusia,RUS,Europa/Asia,Maíz,2013,9755307,7.92,77238948,242,4399,0.046568104370372274
Rusia,RUS,Europa/Asia,Trigo,2013,1653006,6.58,10884381,164,6149,-0.03769546967808667
Rusia,RUS,Europa/Asia,Caña de azúcar,2014,3285556,76.77,252222992,242,1573,-0.04153896720712749
Rusia,RUS,Europa/Asia,Soja,2014,2416879,3.21,7754912,291,1001,-0.025166291519552488
Rusia,RUS,Europa/Asia,Girasol,2014,4066442,3.07,12471034,85,9035,0.019510149443846964
Rusia,RUS,Europa/Asia,Algodón,2014,1518577,2.99,4540597,219,1732,-0.026289964439918146
Rusia,RUS,Europa/Asia,Café,2014,151536,1.75,264440,191,4539,0.009178313880462322
Rusia,RUS,Europa/Asia,Cebada,2014,1496770,3.6,5382808,147,3675,-0.009994062441536979
Rusia,RUS,Europa/Asia,Maíz,2014,4094438,8.12,33263501,102,2156,0.01295682022919871
Rusia,RUS,Europa/Asia,Trigo,2014,1593562,6.73,10728655,180,3687,-0.008031352742338328
Rusia,RUS,Europa/Asia,Caña de azúcar,2015,6847030,90.66,620768065,119,3041,0.0031470165476129366
Rusia,RUS,Europa/Asia,Soja,2015,3715215,2.67,9901439,135,5476,-0.035367036708552124
Rusia,RUS,Europa/Asia,Girasol,2015,2544288,1.65,4193677,146,2720,0.02827336186590483
Rusia,RUS,Europa/Asia,Algodón,2015,2064385,3.22,6651057,175,2565,0.0028960118807108692
Rusia,RUS,Europa/Asia,Café,2015,489914,0.85,416572,62,3797,-0.018200361023463084
Rusia,RUS,Europa/Asia,Cebada,2015,418877,4.64,1942280,186,7597,-0.002313813125856136
Rusia,RUS,Europa/Asia,Maíz,2015,242152,8.87,2148592,86,7206,0.006756077509688117
Rusia,RUS,Europa/Asia,Trigo,2015,3022795,5.8,17536779,230,8500,-0.0316895474203229
Rusia,RUS,Europa/Asia,Caña de azúcar,2016,9363067,80.27,751604242,291,4748,-0.01948125687566754
Rusia,RUS,Europa/Asia,Soja,2016,9161381,3.81,34860837,212,2302,-0.042330678753589826
Rusia,RUS,Europa/Asia,Girasol,2016,758037,1.62,1225138,191,9074,0.030834691877926118
Rusia,RUS,Europa/Asia,Algodón,2016,1584915,3.17,5020399,177,9437,0.018512186406518832
Rusia,RUS,Europa/Asia,Café,2016,304214,1.89,574270,283,1119,0.021416007298960454
Rusia,RUS,Europa/Asia,Cebada,2016,1725864,4.66,8034591,285,9652,0.018407810188229096
Rusia,RUS,Europa/Asia,Maíz,2016,6844516,11.63,79593431,184,4687,-0.032518580499945306
Rusia,RUS,Europa/Asia,Trigo,2016,1127152,5.86,6608255,147,3793,-0.012671630107068725
Rusia,RUS,Europa/Asia,Caña de azúcar,2017,3796488,138.78,526864390,124,5901,-0.0016875316995791784
Rusia,RUS,Europa/Asia,Soja,2017,65553,3.74,245118,128,9446,0.03257273874686499
Rusia,RUS,Europa/Asia,Girasol,2017,3423841,3.25,11113344,51,8542,-0.01714481987182003
Rusia,RUS,Europa/Asia,Algodón,2017,26192,2.17,56729,52,2660,-0.006919618329371421
Rusia,RUS,Europa/Asia,Café,2017,259259,1.17,302889,174,1113,-0.034436959945077006
